,Reps1,Reps2,Reps3,Reps4,Reps5
0,0.8077260755048288,0.7965320456540826,0.829360659389619,0.8736912452662063,0.856649587881488
1,0.8601843722563652,0.8463564530289729,0.877478280240588,0.8950768545333037,0.848741367787926
2,0.8120061457418788,0.8362598770851624,0.9013143239028737,0.7963911784361773,0.8577634216974829
3,0.8118964003511853,0.8075065847234415,0.8540877701047003,0.8614390732902651,0.8201158387168634
4,0.8437225636523266,0.8327480245829675,0.8398306972599688,0.8823791490309646,0.8739140120294053
5,0.8999122036874451,0.8173836698858647,0.8583203386054801,0.8587658721318779,0.8204499888616618
6,0.8751097453906936,0.8134328358208955,0.8558699042102917,0.8707952773446201,0.8702383604366228
7,0.8228709394205443,0.801799824407375,0.8881710848741368,0.8955223880597014,0.8364891958119849
8,0.7917032484635645,0.8629280070237051,0.890844286032524,0.8188906215192693,0.8400534640231677
9,0.857550482879719,0.7889596136962248,0.8202272220984629,0.8284695923368234,0.8627756738694586
